Last: mdl.locTime.Y,Last: mdl.locTime.DOY,Last: mdl.locTime.H,Sum:  mdl.climate.microclim.Rain,Mean: mdl.climate.microclim.u,Mean: mdl.climate.microclim.TaC,Mean: mdl.climate.microclim.d,Mean: mdl.climate.microclim.SWDir,Mean: mdl.climate.microclim.SWDif,Mean: mdl.climate.microclim.LWDw,Last: mdl.forest.treeStand.canopy.LAI,Last: mdl.forest.treeStand.canopy.WAI,Last: mdl.forest.underStorey.canopy.LAI,Last: mdl.forest.underStorey.canopy.WAI,Last: mdl.forest.treeStand.canopy.sunLayer.LAI,Last: mdl.forest.treeStand.canopy.shadeLayer.LAI,Min: mdl.forest.treeStand.canopy.WaterPotential,Min: mdl.forest.soil.waterCycle.RootLayerWaterPotential,Last: mdl.forest.soil.waterCycle.Stock_RootLayer,Last: mdl.forest.soil.waterCycle.w_A,Last: mdl.forest.soil.waterCycle.w_RootLayer,Mean: mdl.forest.LE,Mean: mdl.forest.Rnet,Mean: mdl.forest.H,Sum: mdl.forest.GPP,Sum: mdl.forest.NEE,Sum: mdl.forest.RAuto,Sum: mdl.forest.soil.carbonCycle.Rh,Sum: mdl.forest.treeStand.canopy.Assimilation,Sum: mdl.forest.treeStand.canopy.Respiration,Sum: mdl.forest.treeStand.canopy.Transpiration,Sum: mdl.forest.treeStand.canopy.Evaporation,Sum: mdl.forest.underStorey.canopy.ETR,Sum: mdl.forest.underStorey.canopy.Assimilation,Sum: mdl.forest.underStorey.canopy.Respiration,Sum: mdl.forest.underStorey.canopy.Transpiration,Sum: mdl.forest.underStorey.canopy.Evaporation,Sum: mdl.forest.soil.surface.ETR,Sum: mdl.forest.soil.surface.ETR_DrySurface,Sum: mdl.forest.soil.surface.ETR_WetSurface,Last: mdl.forest.treeStand.Age    ,Last: mdl.forest.treeStand.density,Last: mdl.forest.treeStand.IStress   ,Last: mdl.forest.treeStand.DBHmean ,Last: mdl.forest.treeStand.HEIGHTmean,Last: mdl.forest.treeStand.BasalArea,Last: mdl.forest.treeStand.PROD_VOL,Last: mdl.forest.treeStand.WDeadTrees,Last: mdl.forest.treeStand.LeafFall,Last: mdl.forest.treeStand.Wr,Last: mdl.forest.treeStand.WStem,Last: mdl.forest.treeStand.WBranch,Last: mdl.forest.treeStand.WFoliage,Last: mdl.forest.treeStand.WTapRoot,Last: mdl.forest.treeStand.WCoarseRoot,Last: mdl.forest.treeStand.WSmallRoot,Last: mdl.forest.treeStand.WFineRoot,Last: mdl.manager.harvest_WStem,Last: mdl.manager.harvest_WBranch,Last: mdl.forest.underStorey.foliage.W,Last: mdl.forest.underStorey.perennial.W,Last: mdl.forest.underStorey.roots.W,Last: mdl.forest.soil.carbonCycle.HUM,Last: mdl.forest.soil.carbonCycle.BIO,Last: mdl.forest.soil.carbonCycle.DPM,Last: mdl.forest.soil.carbonCycle.RPM,Last: mdl.forest.soil.waterCycle.SOC
1998,11,23,0,4.47375,3.9596,72.8336,8.30537,20.9412,246.712,0,0.11815,0,0,0,0,-0.00356998,-0.00356998,94.9812,189.962,189.962,-15.102,-50.0253,-35.2826,0,2.79268,1.11475,1.67793,0,0,0,0,0,0,0,0,0,-0.523406,0.00226198,-0.525668,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0492549,0.0950625,5424.3,413.036,249.441,1808.95,0.997693
1998,12,23,0,4.30625,3.45358,16.1773,0,10.1715,246.23,0,0.11815,0,0,0,0,-0.00340658,-0.00340658,95.8589,191.718,191.718,-26.6573,-61.1684,-35.3868,0,2.77642,1.09972,1.6767,0,0,0,0,0,0,0,0,0,-0.923925,0,-0.923925,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0492057,0.0950625,5424.44,413.037,248.291,1809.37,0.997614
1998,13,23,0.8,3.0875,2.81557,3.38694,0,9.98679,243.076,0,0.11815,0,0,0,0,-0.00313355,-0.00313355,97.4727,194.945,194.945,-25.9451,-58.5734,-32.3897,0,2.74397,1.08072,1.66325,0,0,0,0,0,0,0,0,0,-0.898713,0,-0.898713,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0491565,0.0950625,5424.58,413.037,247.16,1809.79,0.997537
1998,14,23,0.2,5.22292,2.75301,48.7039,6.10733E-06,14.8479,240.696,0,0.11815,0,0,0,0,-0.00267746,-0.00267746,98.3521,196.704,196.704,-20.9567,-60.2549,-40.9724,0,2.72177,1.07689,1.64489,0,0,0,0,0,0,0,0,0,-0.725648,0,-0.725648,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0491073,0.0950625,5424.72,413.037,246.027,1810.2,0.997459
1998,15,23,2.2,8.98,4.42285,77.6778,0.0239963,16.1516,249.312,0,0.11815,0,0,0,0,-0.00245092,-0.00245092,100.876,201.752,201.752,-13.1732,-61.146,-51.1628,0,2.76974,1.11823,1.65151,0,0,0,0,0,0,0,0,0,-0.456811,0.00066961,-0.457481,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0490582,0.0950625,5424.86,413.036,244.85,1810.61,0.997375
1998,16,23,2.4,6.87521,5.16207,46.6964,0,10.3812,255.272,0,0.11815,0,0,0,0,-0.00187392,-0.00187392,103.946,207.892,207.892,-23.9592,-63.8516,-41.171,0,2.84299,1.14272,1.70026,0,0,0,0,0,0,0,0,0,-0.83175,0,-0.83175,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0490091,0.0950625,5425,413.034,243.571,1811.01,0.997278
1998,17,23,3.4,8.03792,1.93979,80.7228,6.63064,21.8408,234.064,0,0.11815,0,0,0,0,-0.00128806,-0.00128806,107.431,214.863,214.863,-7.7832,-57.2285,-50.1164,0,2.86209,1.05905,1.80304,0,0,0,0,0,0,0,0,0,-0.269007,0.00617889,-0.275186,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0489601,0.0950625,5425.15,413.031,242.297,1811.4,0.99718
1998,18,23,3,4.45687,1.36924,35.0655,0,8.18958,233.134,0,0.11815,0,0,0,0,-0.000730848,-0.000730848,111.059,222.119,222.119,-23.6758,-65.5827,-41.5759,0,2.83953,1.03831,1.80122,0,0,0,0,0,0,0,0,0,-0.818935,0,-0.818935,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0489112,0.0950625,5425.3,413.028,241.025,1811.79,0.997083
1998,19,23,12.8,4.14771,1.08996,15.9197,0,5.01667,232.445,0,0.11815,0,0,0,0,-0.000205797,-0.000205797,123.454,246.909,246.909,-26.6238,-66.2515,-39.7954,0,2.82417,1.02384,1.80033,0,0,0,0,0,0,0,0,0,-0.920718,0,-0.920718,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0488623,0.0950625,5425.45,413.024,239.752,1812.19,0.996985
1998,20,23,0.6,6.61062,-1.24355,76.135,0,9.3319,215.859,0,0.11815,0,0,0,0,-0,-0,124.633,246.909,249.266,-12.4868,-71.2989,-58.7549,0,2.7731,0.964875,1.80822,0,0,0,0,0,0,0,0,0,-0.430612,4.45714E-06,-0.430616,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0488134,0.0938742,5425.61,413.019,238.723,1812.81,0.996952
1998,21,23,0,3.23042,-3.18445,92.4757,19.1807,25.3116,203.686,0,0.11815,0,0,0,0,-0,-0,124.632,246.909,249.265,-5.9448,-42.8039,-37.1992,0,2.82032,0.911974,1.90835,0,0,0,0,0,0,0,0,0,-0.204557,0.0187759,-0.223333,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0487646,0.0927008,5425.75,413.013,237.865,1813.45,0.996942
1998,22,23,0,1.75321,-3.11654,50.0999,25.036,32.6034,207.149,0,0.11815,0,0,0,0,-0,-0,124.632,246.909,249.264,-6.52803,-26.2135,-20.7906,0,2.62689,0.898567,1.72832,0,0,0,0,0,0,0,0,0,-0.224441,0.0207535,-0.245194,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0487158,0.091542,5425.88,413.008,237.149,1814.1,0.996951
1998,23,23,0.6,2.86042,-2.37181,9.22285,0,13.2756,213.691,0,0.11815,0,0,0,0,-0,-0,124.632,246.909,249.265,-20.469,-56.0761,-37.7368,0,2.48275,0.901363,1.58139,0,0,0,0,0,0,0,0,0,-0.705522,0,-0.705522,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0486671,0.0903978,5426,413.003,236.512,1814.76,0.99697
1998,24,23,0.6,7.50812,-2.10497,65.3914,2.60439,25.2836,211.648,0,0.11815,0,0,0,0,-0,-0,124.633,246.909,249.265,-7.74808,-57.5191,-53.5674,0,2.39649,0.90011,1.49638,0,0,0,0,0,0,0,0,0,-0.266778,0.00734946,-0.274127,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0486184,0.0892678,5426.12,412.998,235.926,1815.43,0.996996
1998,25,23,0,2.44104,-3.23141,141.544,24.1936,30.277,199.69,0,0.11815,0,0,0,0,-0,-0,124.633,246.909,249.266,-1.33475,-35.487,-33.7555,0,2.31191,0.873301,1.43861,0,0,0,0,0,0,0,0,0,-0.0454525,0.0412096,-0.0866621,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0485698,0.0881519,5426.23,412.992,235.415,1816.1,0.997032
1998,26,23,0,4.08375,-1.73816,69.1341,26.9118,33.2081,213.436,0,0.11815,0,0,0,0,-0,-0,124.634,246.909,249.267,-4.5063,-29.6576,-30.1403,0,2.25581,0.896177,1.35963,0,0,0,0,0,0,0,0,0,-0.154953,0.0465414,-0.201494,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0485213,0.08705,5426.34,412.987,234.913,1816.77,0.997069
1998,27,23,0.2,7.92354,0.234547,47.0037,0,11.4118,225.916,0,0.11815,0,0,0,0,-0,-0,124.634,246.909,249.268,-17.9743,-67.1412,-52.0288,0,2.28703,0.938211,1.34881,0,0,0,0,0,0,0,0,0,-0.620947,0,-0.620947,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0484727,0.0859619,5426.45,412.981,234.356,1817.43,0.997098
1998,28,23,0,3.61744,0.704085,205.774,19.3443,28.4682,218.812,0,0.11815,0,0,0,0,-0,-0,124.63,246.74,249.26,3.2509,-40.7324,-44.9109,0,2.3578,0.953961,1.40384,0,0,0,0,0,0,0,0,0,0.112902,0.0847533,0.0281483,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0484243,0.0848874,5426.57,412.974,233.739,1818.08,0.997118
1998,29,23,0,3.55083,-0.158178,126.285,24.2959,29.0922,218.836,0,0.11815,0,0,0,0,-0,-0,124.629,246.674,249.257,-2.23076,-34.6648,-34.9537,0,2.4003,0.938819,1.46148,0,0,0,0,0,0,0,0,0,-0.0767243,0.0523344,-0.129059,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0483758,0.0838263,5426.69,412.967,233.103,1818.72,0.997135
1998,30,23,0.2,7.98229,-2.83292,138.622,4.62157,29.1659,202.629,0,0.11815,0,0,0,0,-0,-0,124.622,246.419,249.244,11.3545,-58.0571,-71.8079,0,2.36021,0.886528,1.47368,0,0,0,0,0,0,0,0,0,0.392566,0.131848,0.260718,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0483275,0.0827785,5426.8,412.96,232.539,1819.37,0.997161
1998,31,23,0,5.93292,-6.3952,212.449,28.4123,32.5021,172.329,0,0.11815,0,0,0,0,-0,-0,124.6,245.569,249.199,21.9252,-48.0123,-71.1329,0,2.20384,0.813004,1.39084,0,0,0,0,0,0,0,0,0,0.75312,0.425273,0.327847,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0482791,0.0817437,5426.9,412.954,232.14,1820.04,0.99721
1998,32,23,0,5.70937,-5.93948,149.871,17.8943,31.0596,182.985,0,0.11815,0,0,0,0,-0,-0,124.584,244.944,249.167,8.4301,-48.5831,-60.258,0,2.02317,0.805744,1.21743,0,0,0,0,0,0,0,0,0,0.289935,0.312169,-0.0222337,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0482309,0.0807219,5426.99,412.948,231.848,1820.72,0.997274
1998,33,23,0,7.11646,-4.30271,43.9366,0,11.2721,201.235,0,0.11815,0,0,0,0,-0,-0,124.588,245.074,249.176,-14.558,-70.215,-57.8658,0,1.93045,0.824701,1.10575,0,0,0,0,0,0,0,0,0,-0.500695,0,-0.500695,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0481826,0.0797129,5427.07,412.942,231.589,1821.4,0.997342
1998,34,23,0,7.42312,-2.74726,52.7248,4.56922,31.4723,208.873,0,0.11815,0,0,0,0,-0,-0,124.604,245.632,249.209,-8.53691,-52.272,-47.8828,0,1.91932,0.849877,1.06944,0,0,0,0,0,0,0,0,0,-0.293972,0.00889575,-0.302868,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0481344,0.0787165,5427.16,412.936,231.313,1822.07,0.997407
1998,35,23,4.2,8.46437,-0.921493,22.3077,0,8.02569,220.883,0,0.11815,0,0,0,0,-0,-0,124.64,246.919,249.28,-23.1549,-71.7503,-50.068,0,1.97581,0.889792,1.08602,0,0,0,0,0,0,0,0,0,-0.799093,0,-0.799093,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0480863,0.0777325,5427.25,412.93,230.971,1822.74,0.997462
1998,36,23,1,7.70917,2.62566,38.9157,3.21477,32.179,240.25,0,0.11815,0,0,0,0,-0,-0,124.64,246.912,249.281,-15.4392,-47.6279,-37.1322,0,2.13533,0.979312,1.15602,0,0,0,0,0,0,0,0,0,-0.534426,0.00445672,-0.538883,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0480382,0.0777325,5427.36,412.922,230.182,1823.18,0.99743
1998,37,23,0,6.01937,3.38526,28.8042,0,17.65,245.236,0,0.11815,0,0,0,0,-0,-0,124.64,246.912,249.28,-23.4439,-59.1123,-37.6248,0,2.33391,1.01415,1.31977,0,0,0,0,0,0,0,0,0,-0.812452,0,-0.812452,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0479902,0.0777325,5427.48,412.913,229.241,1823.61,0.997377
1998,38,23,2.4,6.14521,0.694085,81.6548,0,21.5035,226.631,0,0.11815,0,0,0,0,-0,-0,124.639,246.912,249.278,-11.4963,-61.0413,-50.162,0,2.43699,0.960643,1.47634,0,0,0,0,0,0,0,0,0,-0.397148,0.00169351,-0.398841,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0479422,0.0767609,5427.6,412.903,228.551,1824.23,0.997384
1998,39,23,1,7.69167,2.62687,55.4803,11.151,35.999,239.444,0,0.11815,0,0,0,0,-0,-0,124.638,246.865,249.276,-8.81328,-39.7262,-35.9855,0,2.52887,1.01176,1.51711,0,0,0,0,0,0,0,0,0,-0.304845,0.0265731,-0.331418,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0478943,0.0767609,5427.73,412.893,227.483,1824.63,0.997313
1998,40,23,0.6,7.9175,3.48826,8.53987,0,6.2694,246.796,0,0.11815,0,0,0,0,-0,-0,124.637,246.865,249.274,-30.3958,-68.9737,-39.7229,0,2.65807,1.04314,1.61492,0,0,0,0,0,0,0,0,0,-1.05353,0,-1.05353,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0478464,0.0767609,5427.87,412.88,226.313,1825.02,0.997227
1998,41,23,0,8.0525,5.0524,58.2777,0,16.4437,254.112,0,0.11815,0,0,0,0,-0,-0,124.636,246.865,249.271,-18.7117,-60.4169,-43.9188,0,2.82264,1.09708,1.72556,0,0,0,0,0,0,0,0,0,-0.649344,1.86424E-06,-0.649346,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0477985,0.0767609,5428.02,412.866,225.005,1825.4,0.997122
1998,42,23,3.2,9.22792,5.03434,27.4631,0,8.07642,255.346,0,0.11815,0,0,0,0,-0,-0,124.634,246.865,249.268,-26.9085,-67.6794,-41.7656,0,2.98047,1.10895,1.87152,0,0,0,0,0,0,0,0,0,-0.933971,0,-0.933971,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.0477507,0.0767609,5428.17,412.849,223.589,1825.75,0.997002
1998,43,23,9.2,9.76792,7.21026,23.0163,0,12.3188,269.171,0,0.11815,0,0,0,0,-0,-0,124.632,246.865,249.264,-27.911,-61.6076,-36.1143,0,3.17778,1.18692,1.99086,0,0,0,0,0,0,0,0,0,-0.970797,0,-0.970797,76,328,0,24.8128,29.6579,19.3518,366.284,0,0,7.04614,20.5119,2.70208,0.154439,1.17224,3.66357,1.50083,0.709494,0,0,0,0.047703,0.0767609,5428.35,412.83,222.004,1826.09,0.996858
